2019-06-04	11:56
B=-5
 Prad (A)	U 4-5 (V)	Napiecie (V)
7.1281E-1	4.5871E-5	-3.9000E-1
7.3277E-1	4.9776E-5	-4.0000E-1
7.5277E-1	5.4159E-5	-4.1000E-1
7.7311E-1	5.6700E-5	-4.2000E-1
7.9353E-1	6.1281E-5	-4.3000E-1
8.1359E-1	6.5067E-5	-4.4000E-1
8.3372E-1	6.9146E-5	-4.5000E-1
8.5470E-1	7.4978E-5	-4.6000E-1
8.7477E-1	8.0330E-5	-4.7000E-1
8.9471E-1	8.5074E-5	-4.8000E-1
9.1562E-1	8.8663E-5	-4.9000E-1
9.3574E-1	9.3509E-5	-5.1000E-1
9.5568E-1	1.0118E-4	-5.1000E-1
9.7670E-1	1.0515E-4	-5.2000E-1
9.9693E-1	1.1016E-4	-5.3000E-1
9.9957E-1	1.1079E-4	-5.4000E-1
9.9958E-1	1.1060E-4	-5.3000E-1
9.9955E-1	1.1160E-4	-5.3000E-1
9.9959E-1	1.1109E-4	-5.3000E-1
9.9956E-1	1.1165E-4	-5.3000E-1
9.9954E-1	1.1157E-4	-5.3000E-1
9.9958E-1	1.1143E-4	-5.3000E-1
9.9956E-1	1.1201E-4	-5.3000E-1
9.9956E-1	1.1068E-4	-5.3000E-1
9.9956E-1	1.1123E-4	-5.3000E-1
9.9956E-1	1.0986E-4	-5.3000E-1
9.9956E-1	1.1032E-4	-5.3000E-1
9.9955E-1	1.1121E-4	-5.3000E-1
9.9955E-1	1.1094E-4	-5.3000E-1
9.9955E-1	1.1116E-4	-5.3000E-1
9.9957E-1	1.1241E-4	-5.3000E-1
9.9957E-1	1.1138E-4	-5.3000E-1
9.9958E-1	1.1215E-4	-5.3000E-1
9.9955E-1	1.1061E-4	-5.3000E-1
9.9956E-1	1.1157E-4	-5.3000E-1
9.9956E-1	1.1067E-4	-5.3000E-1
9.9956E-1	1.1005E-4	-5.3000E-1
9.9956E-1	1.1032E-4	-5.3000E-1
9.9953E-1	1.1107E-4	-5.2000E-1
9.9956E-1	1.1121E-4	-5.3000E-1
9.9955E-1	1.1055E-4	-5.2000E-1
9.9956E-1	1.1099E-4	-5.3000E-1
-5.2570E-4	5.9436E-8	0.0000E+0
-2.1435E-2	-1.1350E-6	0.0000E+0
-4.1945E-2	-1.6030E-7	2.0000E-2
-6.2126E-2	1.9997E-8	3.0000E-2
-8.3188E-2	4.9891E-7	4.0000E-2
-1.0384E-1	-9.9979E-7	5.0000E-2
-1.2396E-1	-7.5188E-7	6.0000E-2
-1.4514E-1	1.1015E-7	7.0000E-2
-1.6588E-1	-3.2367E-7	8.0000E-2
-1.8576E-1	-8.1385E-7	9.0000E-2
-2.0668E-1	-2.7860E-7	1.0000E-1
-2.2756E-1	-1.1237E-6	1.1000E-1
-2.4802E-1	-2.5379E-6	1.2000E-1
-2.6854E-1	-2.8140E-6	1.3000E-1
-2.8958E-1	-3.5408E-6	1.4000E-1
-3.1005E-1	-3.6817E-6	1.5000E-1
-3.3050E-1	-4.6846E-6	1.6000E-1
-3.5147E-1	-5.7213E-6	1.7000E-1
-3.7199E-1	-6.1157E-6	1.8000E-1
-3.9224E-1	-7.9355E-6	1.9000E-1
-4.1345E-1	-9.6540E-6	2.0000E-1
-4.3399E-1	-1.1570E-5	2.1000E-1
-4.5456E-1	-1.2736E-5	2.2000E-1
-4.7538E-1	-1.4657E-5	2.3000E-1
-4.9583E-1	-1.7221E-5	2.4000E-1
-5.1646E-1	-1.8032E-5	2.5000E-1
-5.3680E-1	-2.1396E-5	2.6000E-1
-5.5791E-1	-2.4297E-5	2.7000E-1
-5.7843E-1	-2.5667E-5	2.8000E-1
-5.9861E-1	-2.9830E-5	2.9000E-1
-6.1983E-1	-3.2146E-5	3.0000E-1
-6.4020E-1	-3.4388E-5	3.1000E-1
-6.6070E-1	-3.7758E-5	3.2000E-1
-6.8169E-1	-4.1319E-5	3.3000E-1
-7.0183E-1	-4.5578E-5	3.3000E-1
-7.2259E-1	-4.9009E-5	3.5000E-1
-7.4342E-1	-5.1821E-5	3.6000E-1
-7.6392E-1	-5.5703E-5	3.7000E-1
-7.8452E-1	-5.9816E-5	3.8000E-1
-8.0489E-1	-6.4656E-5	3.9000E-1
-8.2547E-1	-6.8515E-5	4.0000E-1
-8.4616E-1	-7.2696E-5	4.1000E-1
-8.6640E-1	-7.7231E-5	4.2000E-1
-8.8737E-1	-8.1344E-5	4.3000E-1
-9.0797E-1	-8.7412E-5	4.4000E-1
-9.2839E-1	-9.2213E-5	4.5000E-1
-9.4937E-1	-9.7002E-5	4.7000E-1
-9.6989E-1	-1.0259E-4	4.7000E-1
-9.9011E-1	-1.0891E-4	4.8000E-1
-9.9956E-1	-1.1138E-4	4.9000E-1
-9.9956E-1	-1.1047E-4	4.9000E-1
-9.9957E-1	-1.1055E-4	4.9000E-1
-9.9957E-1	-1.1047E-4	4.9000E-1
-9.9954E-1	-1.0975E-4	4.9000E-1
-9.9956E-1	-1.1051E-4	4.9000E-1
-9.9957E-1	-1.1138E-4	4.9000E-1
-9.9953E-1	-1.0926E-4	4.9000E-1
-9.9955E-1	-1.1055E-4	4.9000E-1
-9.9958E-1	-1.1095E-4	4.9000E-1
-9.9954E-1	-1.1134E-4	4.9000E-1
-9.9954E-1	-1.1140E-4	4.9000E-1
